timestamp,futures_price,implied_forward
2026-04-10 00:00:01,35151.0,35022
2026-04-10 00:01:00,35164.0,35032
2026-04-10 00:02:00,35183.0,35057
2026-04-10 00:03:01,35190.0,35058
2026-04-10 00:04:00,35213.0,35076
2026-04-10 00:05:00,35201.0,35064
2026-04-10 00:06:00,35195.0,35062
2026-04-10 00:07:00,35190.0,35057
2026-04-10 00:08:00,35199.0,35067
2026-04-10 00:09:00,35214.0,35079
2026-04-10 00:10:00,35194.0,35057
2026-04-10 00:11:00,35202.0,35066
2026-04-10 00:12:00,35202.0,35068
2026-04-10 00:13:00,35201.0,35066
2026-04-10 00:14:00,35190.0,35053
2026-04-10 00:15:00,35185.0,35045
2026-04-10 00:16:00,35183.0,35043
2026-04-10 00:17:00,35208.0,35063
2026-04-10 00:18:00,35205.0,35061
2026-04-10 00:19:00,35231.0,35076
2026-04-10 00:20:01,35234.0,35079
2026-04-10 00:21:00,35237.0,35084
2026-04-10 00:22:01,35229.0,35081
2026-04-10 00:23:00,35234.0,35082
2026-04-10 00:24:00,35233.0,35081
2026-04-10 00:25:00,35227.0,35075
2026-04-10 00:26:00,35230.0,35077
2026-04-10 00:27:00,35218.0,35070
2026-04-10 00:28:00,35224.0,35072
2026-04-10 00:29:00,35224.0,35070
2026-04-10 00:30:01,35217.0,35072
2026-04-10 00:31:00,35206.0,35062
2026-04-10 00:32:00,35202.0,35059
2026-04-10 00:33:00,35198.0,35057
2026-04-10 00:34:00,35202.0,35057
2026-04-10 00:35:00,35208.0,35064
2026-04-10 00:36:00,35208.0,35064
2026-04-10 00:37:00,35200.0,35057
2026-04-10 00:38:00,35207.0,35063
2026-04-10 00:39:01,35190.0,35051
2026-04-10 00:40:00,35189.0,35046
2026-04-10 00:41:00,35172.0,35034
2026-04-10 00:42:00,35164.0,35027
2026-04-10 00:43:00,35182.0,35042
2026-04-10 00:44:00,35185.0,35041
2026-04-10 00:45:00,35179.0,35039
2026-04-10 00:46:00,35161.0,35022
2026-04-10 00:47:00,35160.0,35026
2026-04-10 00:48:00,35157.0,35024
2026-04-10 00:49:00,35152.0,35019
2026-04-10 00:50:00,35155.0,35023
2026-04-10 00:51:00,35175.0,35043
2026-04-10 00:52:00,35181.0,35045
2026-04-10 00:53:00,35181.0,
2026-04-10 00:54:00,35181.0,35057
2026-04-10 00:55:00,35181.0,35057
2026-04-10 00:56:00,35181.0,35057
2026-04-10 00:57:00,35194.0,35048
2026-04-10 00:58:01,35188.0,35044
2026-04-10 00:59:00,35191.0,35052
2026-04-10 01:00:00,35192.0,35050
2026-04-10 01:01:00,35190.0,35047
2026-04-10 01:02:00,35195.0,35051
2026-04-10 01:03:00,35186.0,35043
2026-04-10 01:04:01,35194.0,35051
2026-04-10 01:05:01,35202.0,35055
2026-04-10 01:06:00,35194.0,35050
2026-04-10 01:07:00,35217.0,35073
2026-04-10 01:08:00,35210.0,35065
2026-04-10 01:09:00,35227.0,35083
2026-04-10 01:10:00,35225.0,35075
2026-04-10 01:11:00,35219.0,35069
2026-04-10 01:12:00,35227.0,35077
2026-04-10 01:13:00,35220.0,35072
2026-04-10 01:14:01,35216.0,35067
2026-04-10 01:15:00,35227.0,35078
2026-04-10 01:16:00,35229.0,35078
2026-04-10 01:17:00,35221.0,35073
2026-04-10 01:18:00,35230.0,35079
2026-04-10 01:19:00,35226.0,35081
2026-04-10 01:20:00,35234.0,35083
2026-04-10 01:21:00,35237.0,35085
2026-04-10 01:22:00,35237.0,35083
2026-04-10 01:23:00,35226.0,35076
2026-04-10 01:24:01,35218.0,35072
2026-04-10 01:25:00,35218.0,35067
2026-04-10 01:26:01,35222.0,35066
2026-04-10 01:27:00,35208.0,35058
2026-04-10 01:28:00,35208.0,35058
2026-04-10 01:29:00,35217.0,35058
2026-04-10 01:30:00,35218.0,35058
2026-04-10 01:31:00,35199.0,35058
2026-04-10 01:32:00,35194.0,35058
2026-04-10 01:33:00,35215.0,35058
2026-04-10 01:34:00,35210.0,35058
2026-04-10 01:35:00,35217.0,35058
2026-04-10 01:36:00,35237.0,35058
2026-04-10 01:37:00,35236.0,35058
2026-04-10 01:38:00,35260.0,35058
2026-04-10 01:39:00,35285.0,35058
2026-04-10 01:40:00,35273.0,35058
2026-04-10 01:41:00,35276.0,35058
2026-04-10 01:42:00,35266.0,35058
2026-04-10 01:43:00,35259.0,35058
2026-04-10 01:44:00,35262.0,35058
2026-04-10 01:45:00,35247.0,35058
2026-04-10 01:46:00,35258.0,35058
2026-04-10 01:47:00,35253.0,35058
2026-04-10 01:48:00,35257.0,35058
2026-04-10 01:49:00,35252.0,35058
2026-04-10 01:50:00,35271.0,35058
2026-04-10 01:51:00,35260.0,35058
2026-04-10 01:52:00,35245.0,35058
2026-04-10 01:53:00,35238.0,35058
2026-04-10 01:54:00,35242.0,35058
2026-04-10 01:55:00,35242.0,35058
2026-04-10 01:56:00,35240.0,35058
2026-04-10 01:57:00,35236.0,35058
2026-04-10 01:58:00,35242.0,35058
2026-04-10 01:59:00,35241.0,35058
2026-04-10 02:00:00,35251.0,35058
2026-04-10 02:01:00,35253.0,35058
2026-04-10 02:02:00,35246.0,35058
2026-04-10 02:03:00,35216.0,35058
2026-04-10 02:04:00,35189.0,35058
2026-04-10 02:05:00,35152.0,35058
2026-04-10 02:06:00,35176.0,35058
2026-04-10 02:07:00,35174.0,35058
2026-04-10 02:08:00,35169.0,35058
2026-04-10 02:09:00,35163.0,35058
2026-04-10 02:10:00,35178.0,35058
2026-04-10 02:11:00,35177.0,35058
2026-04-10 02:12:00,35178.0,35058
2026-04-10 02:13:00,35173.0,35058
2026-04-10 02:14:00,35167.0,35058
2026-04-10 02:15:00,35175.0,35058
2026-04-10 02:16:00,35177.0,35058
2026-04-10 02:17:00,35190.0,35058
2026-04-10 02:18:00,35200.0,35058
2026-04-10 02:19:00,35194.0,35058
2026-04-10 02:20:00,35194.0,35058
2026-04-10 02:21:00,35199.0,35058
2026-04-10 02:22:00,35190.0,35058
2026-04-10 02:23:00,35193.0,35058
2026-04-10 02:24:00,35167.0,35058
2026-04-10 02:25:00,35171.0,35058
2026-04-10 02:26:00,35165.0,35058
2026-04-10 02:27:00,35165.0,35058
2026-04-10 02:28:00,35168.0,35058
2026-04-10 02:29:00,35173.0,35058
2026-04-10 02:30:00,35177.0,35058
2026-04-10 02:31:00,35169.0,35058
2026-04-10 02:32:00,35165.0,35058
2026-04-10 02:33:00,35168.0,35058
2026-04-10 02:34:00,35145.0,35058
2026-04-10 02:35:00,35151.0,35058
2026-04-10 02:36:00,35157.0,35058
2026-04-10 02:37:00,35141.0,35058
2026-04-10 02:38:00,35153.0,35058
2026-04-10 02:39:00,35157.0,35058
2026-04-10 02:40:00,35194.0,35058
2026-04-10 02:41:00,35177.0,35058
2026-04-10 02:42:00,35188.0,35058
2026-04-10 02:43:00,35193.0,35058
2026-04-10 02:44:00,35180.0,35058
2026-04-10 02:45:00,35178.0,35058
2026-04-10 02:46:00,35192.0,35058
2026-04-10 02:47:00,35196.0,35058
2026-04-10 02:48:00,35205.0,35058
2026-04-10 02:49:00,35200.0,35058
2026-04-10 02:50:00,35203.0,35058
2026-04-10 02:51:00,35195.0,35058
2026-04-10 02:52:01,35192.0,35058
2026-04-10 02:53:00,35195.0,35058
2026-04-10 02:54:00,35205.0,35058
2026-04-10 02:55:00,35192.0,35058
2026-04-10 02:56:00,35200.0,35058
2026-04-10 02:57:00,35200.0,35058
2026-04-10 02:58:00,35193.0,35058
2026-04-10 02:59:00,35199.0,35058
2026-04-10 03:00:00,35192.0,35058
2026-04-10 03:01:00,35199.0,35058
2026-04-10 03:02:00,35213.0,35058
2026-04-10 03:03:00,35229.0,35058
2026-04-10 03:04:00,35224.0,35058
2026-04-10 03:05:00,35228.0,35058
2026-04-10 03:06:00,35228.0,35058
2026-04-10 03:07:00,35219.0,35058
2026-04-10 03:08:00,35230.0,35058
2026-04-10 03:09:00,35232.0,35058
2026-04-10 03:10:00,35250.0,35058
2026-04-10 03:11:00,35252.0,35058
2026-04-10 03:12:00,35241.0,35058
2026-04-10 03:13:00,35238.0,35058
2026-04-10 03:14:00,35240.0,35058
2026-04-10 03:15:00,35240.0,35058
2026-04-10 03:16:00,35241.0,35058
2026-04-10 03:17:00,35230.0,35058
2026-04-10 03:18:00,35226.0,35058
2026-04-10 03:19:00,35222.0,35058
2026-04-10 03:20:00,35218.0,35058
2026-04-10 03:21:00,35214.0,35058
2026-04-10 03:22:00,35216.0,35058
2026-04-10 03:23:00,35216.0,35058
2026-04-10 03:24:00,35216.0,35058
2026-04-10 03:25:00,35217.0,35058
2026-04-10 03:26:00,35230.0,35058
2026-04-10 03:27:00,35222.0,35058
2026-04-10 03:28:00,35227.0,35058
2026-04-10 03:29:00,35222.0,35058
2026-04-10 03:30:00,35216.0,35058
2026-04-10 03:31:00,35238.0,35058
2026-04-10 03:32:00,35235.0,35058
2026-04-10 03:33:00,35241.0,35058
2026-04-10 03:34:00,35237.0,35058
2026-04-10 03:35:00,35232.0,35058
2026-04-10 03:36:00,35230.0,35058
2026-04-10 03:37:00,35227.0,35058
2026-04-10 03:38:00,35239.0,35058
2026-04-10 03:39:00,35232.0,35058
2026-04-10 03:40:00,35231.0,35058
2026-04-10 03:41:00,35235.0,35058
2026-04-10 03:42:00,35225.0,35058
2026-04-10 03:43:00,35225.0,35058
2026-04-10 03:44:00,35225.0,35058
2026-04-10 03:45:00,35234.0,35058
2026-04-10 03:46:00,35236.0,35058
2026-04-10 03:47:00,35233.0,35058
2026-04-10 03:48:00,35245.0,35058
2026-04-10 03:49:00,35245.0,35058
2026-04-10 03:50:00,35232.0,35058
2026-04-10 03:51:00,35238.0,35058
2026-04-10 03:52:00,35225.0,35058
2026-04-10 03:53:00,35232.0,35058
2026-04-10 03:54:00,35227.0,35058
2026-04-10 03:55:00,35226.0,35058
2026-04-10 03:56:00,35183.0,35058
2026-04-10 03:57:00,35198.0,35058
2026-04-10 03:58:00,35200.0,35058
2026-04-10 03:59:00,35203.0,35058
2026-04-10 04:00:00,35209.0,35058
2026-04-10 04:01:00,35200.0,35058
2026-04-10 04:02:00,35176.0,35058
2026-04-10 04:03:00,35180.0,35058
2026-04-10 04:04:00,35181.0,35058
2026-04-10 04:05:00,35192.0,35058
2026-04-10 04:06:00,35188.0,35058
2026-04-10 04:07:00,35190.0,35058
2026-04-10 04:08:00,35188.0,35058
2026-04-10 04:09:00,35190.0,35058
2026-04-10 04:10:00,35197.0,35058
2026-04-10 04:11:00,35200.0,35058
2026-04-10 04:12:00,35198.0,35058
2026-04-10 04:13:00,35205.0,35058
2026-04-10 04:14:00,35203.0,35058
2026-04-10 04:15:00,35195.0,35058
2026-04-10 04:16:00,35197.0,35058
2026-04-10 04:17:00,35196.0,35058
2026-04-10 04:18:00,35194.0,35058
2026-04-10 04:19:00,35194.0,35058
2026-04-10 04:20:00,35196.0,35058
2026-04-10 04:21:00,35196.0,35058
2026-04-10 04:22:00,35197.0,35058
2026-04-10 04:23:00,35203.0,35058
2026-04-10 04:24:00,35208.0,35058
2026-04-10 04:25:00,35211.0,35058
2026-04-10 04:26:00,35214.0,35058
2026-04-10 04:27:00,35213.0,35058
2026-04-10 04:28:00,35208.0,35058
2026-04-10 04:29:00,35208.0,35058
2026-04-10 04:30:00,35208.0,35058
2026-04-10 04:31:00,35215.0,35058
2026-04-10 04:32:00,35214.0,35058
2026-04-10 04:33:00,35221.0,35058
2026-04-10 04:34:00,35220.0,35058
2026-04-10 04:35:00,35215.0,35058
2026-04-10 04:36:00,35216.0,35058
2026-04-10 04:37:00,35216.0,35058
2026-04-10 04:38:00,35222.0,35058
2026-04-10 04:39:00,35215.0,35058
